Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season
Brandon Knight,23,PHO,SG,11,9,347,10.5,.472,.469,.203,0.6,6.7,3.6,21.6,0.9,0.2,12.9,22.6,0.0,0.1,0.1,.016,-1.2,-1.7,-2.9,-0.1,,2015
Kawhi Leonard,23,SAS,SF,64,64,2033,22.0,.567,.234,.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,4.2,4.4,8.6,.204,2.8,3.1,5.9,4.1,"MVP-10,DPOY-1,DEF1",2015
Wesley Matthews,28,POR,SG,60,60,2024,16.1,.586,.592,.193,2.1,9.5,5.9,10.8,1.9,0.4,9.0,19.8,4.0,2.2,6.2,.147,2.0,1.1,3.1,2.6,,2015
Eric Gordon,26,NOP,SG,61,60,2018,12.7,.544,.454,.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,2.2,0.7,2.9,.069,0.2,-1.2,-1.0,0.5,,2015
Rajon Rondo,28,2TM,PG,68,68,2018,13.5,.448,.133,.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,-0.7,2.3,1.6,.037,-1.1,0.3,-0.8,0.6,,2015
Rajon Rondo,28,BOS,PG,22,22,699,15.4,.422,.160,.180,3.9,22.3,12.9,49.3,2.7,0.3,25.8,18.2,-0.2,1.1,0.9,.064,-0.5,0.9,0.4,0.4,,2015
Rajon Rondo,28,DAL,PG,46,46,1319,12.4,.460,.121,.094,4.0,13.3,8.6,34.0,2.1,0.2,22.6,20.3,-0.5,1.2,0.6,.023,-1.4,-0.1,-1.5,0.2,,2015
Lou Williams,28,TOR,SG,80,0,2016,19.9,.564,.482,.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27.0,5.4,1.1,6.6,.157,3.5,-0.9,2.6,2.3,6MOY-1,2015
DeMarcus Cousins,24,SAC,C,59,59,2013,25.2,.545,.008,.508,10.8,30.6,21.1,20.4,2.3,4.0,16.3,34.1,2.8,3.2,6.0,.144,2.8,1.5,4.3,3.2,"AS,NBA2",2015
Al Jefferson,30,CHO,C,65,61,1992,19.7,.500,.005,.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,.113,0.9,0.7,1.6,1.8,,2015
Greivis Vásquez,28,TOR,PG,82,29,1991,12.6,.514,.484,.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,1.9,0.9,2.8,.066,0.4,-1.4,-1.0,0.5,,2015
Jason Thompson,28,SAC,PF,81,63,1991,10.2,.500,.002,.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,0.9,1.5,2.4,.057,-2.6,-0.2,-2.8,-0.4,,2015
Boris Diaw,32,SAS,PF,81,15,1984,12.7,.526,.267,.147,4.5,15.2,10.0,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,.088,-0.6,0.2,-0.4,0.8,,2015
Ömer Aşık,28,NOP,C,76,76,1982,15.5,.545,.000,.546,14.0,28.8,21.4,5.4,0.8,2.1,15.7,14.0,2.8,2.2,5.0,.120,-0.4,-0.9,-1.2,0.4,,2015
Mo Williams,32,2TM,PG,68,33,1980,15.4,.512,.405,.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,1.6,0.6,2.1,.052,1.5,-2.3,-0.8,0.6,,2015
Mo Williams,32,MIN,PG,41,19,1149,14.4,.511,.380,.210,1.3,8.7,4.9,38.0,1.3,0.5,17.3,22.7,0.9,-0.2,0.7,.031,0.8,-3.0,-2.2,-0.1,,2015
Mo Williams,32,CHO,PG,27,14,831,16.9,.512,.431,.225,1.2,9.1,5.0,36.5,1.0,0.6,13.4,28.8,0.7,0.7,1.4,.080,2.5,-1.3,1.1,0.6,,2015
Amir Johnson,27,TOR,PF,75,72,1979,15.4,.603,.089,.249,9.3,17.3,13.3,9.4,1.1,2.4,16.0,15.7,3.5,1.6,5.1,.124,0.0,-0.1,-0.1,0.9,,2015
Dwyane Wade,33,MIA,SG,62,62,1971,21.4,.534,.094,.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,2.1,1.4,3.5,.086,3.5,-1.4,2.1,2.1,AS,2015
D.J. Augustin,27,2TM,PG,82,14,1964,13.9,.527,.380,.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,2.5,0.9,3.4,.083,0.4,-1.6,-1.2,0.4,,2015
D.J. Augustin,27,DET,PG,54,13,1287,15.8,.536,.325,.367,1.1,7.6,4.2,33.2,1.3,0.1,17.0,22.2,2.0,0.6,2.5,.094,1.2,-1.7,-0.5,0.5,,2015
D.J. Augustin,27,OKC,PG,28,1,677,10.2,.503,.516,.194,1.1,8.4,4.8,18.5,1.2,0.1,14.8,15.1,0.5,0.4,0.9,.063,-1.0,-1.3,-2.3,-0.1,,2015
Robert Covington,24,PHI,SF,70,49,1956,14.7,.554,.590,.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4.0,.097,0.3,0.4,0.7,1.3,,2015
Tony Parker,32,SAS,PG,68,68,1953,15.9,.539,.107,.200,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,2.4,1.7,4.1,.100,0.1,-1.4,-1.3,0.3,,2015
Brandon Bass,29,BOS,PF,82,43,1929,16.3,.557,.047,.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,.132,0.5,-0.5,0.0,1.0,,2015
Roy Hibbert,28,IND,C,76,76,1926,15.4,.501,.003,.287,9.0,21.9,15.5,7.4,0.5,5.1,11.8,21.3,1.0,3.2,4.2,.105,-1.8,0.6,-1.2,0.4,,2015
Luc Mbah a Moute,28,PHI,PF,67,61,1916,10.6,.466,.318,.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-0.9,2.0,1.1,.027,-2.7,-0.1,-2.8,-0.4,,2015
Paul Pierce,37,WAS,SF,73,73,1914,15.2,.580,.462,.320,2.7,14.3,8.7,11.9,1.2,1.0,10.9,19.9,3.2,2.3,5.5,.138,1.2,0.3,1.5,1.7,,2015
Jeremy Lin,26,LAL,PG,74,30,1907,15.6,.539,.269,.410,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,1.8,0.8,2.7,.068,0.1,-0.5,-0.4,0.8,,2015
Zach LaVine,19,MIN,PG,77,40,1902,11.3,.515,.247,.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,-0.7,0.0,-0.7,-0.018,-2.2,-2.5,-4.6,-1.3,,2015
David West,34,IND,PF,66,66,1895,16.0,.508,.029,.235,6.4,19.7,13.1,20.1,1.3,2.0,13.7,21.0,1.4,2.8,4.3,.108,0.3,1.3,1.6,1.7,,2015
Aaron Brooks,30,CHI,PG,82,21,1885,14.4,.534,.383,.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,.083,0.3,-1.1,-0.8,0.5,6MOY-11,2015
Rodney Stuckey,28,IND,PG,71,36,1874,15.4,.528,.187,.286,2.1,12.4,7.3,20.2,1.5,0.4,12.2,23.4,1.9,2.2,4.0,.103,0.1,0.2,0.3,1.1,,2015
Jordan Hill,27,LAL,C,70,57,1874,16.2,.494,.014,.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,1.1,1.1,2.2,.055,-0.6,-1.6,-2.2,-0.1,,2015
Channing Frye,31,ORL,PF,75,51,1870,9.5,.546,.710,.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,.053,-1.5,-0.1,-1.5,0.2,,2015
Shane Larkin,22,NYK,PG,76,22,1865,10.9,.504,.269,.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,.045,-3.0,0.2,-2.8,-0.4,,2015
Bojan Bogdanović,25,BRK,SF,78,28,1854,11.6,.562,.444,.184,3.0,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,.062,-0.3,-1.4,-1.7,0.1,,2015
C.J. Miles,27,IND,SG,70,40,1841,14.1,.525,.539,.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,1.3,2.3,3.6,.093,0.8,0.0,0.9,1.3,,2015
Ed Davis,25,LAL,PF,79,24,1840,20.0,.594,.000,.403,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,4.6,1.6,6.3,.164,1.4,0.1,1.5,1.6,,2015
Mike Dunleavy,34,CHI,SF,63,63,1838,11.6,.573,.547,.181,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,2.4,1.7,4.1,.108,-0.3,0.2,0.0,0.9,,2015
Norris Cole,26,2TM,PG,75,25,1831,10.9,.483,.315,.145,0.9,9.3,5.1,22.2,1.6,0.7,14.3,17.5,0.4,1.0,1.4,.036,-2.1,-0.7,-2.8,-0.4,,2015
Norris Cole,26,MIA,PG,47,23,1148,9.9,.452,.333,.150,1.3,9.8,5.7,22.9,1.9,0.6,15.1,15.7,-0.1,0.8,0.6,.027,-2.6,-0.4,-3.0,-0.3,,2015
Norris Cole,26,NOP,PG,28,2,683,12.6,.520,.294,.139,0.2,8.3,4.2,21.2,1.2,0.8,13.3,20.6,0.5,0.3,0.7,.052,-1.1,-1.2,-2.4,0.0,,2015
Dante Exum,19,UTA,PG,82,41,1817,5.7,.457,.635,.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,,2015
Marcus Smart,20,BOS,PG,67,38,1808,11.0,.491,.570,.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,0.7,2.2,2.9,.077,-1.9,1.5,-0.5,0.7,ROY-5,2015
Anthony Morrow,29,OKC,SG,74,0,1806,14.8,.604,.528,.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,4.4,1.2,5.7,.151,1.9,-0.1,1.8,1.7,6MOY-11,2015
Quincy Pondexter,26,2TM,SG,75,30,1793,9.9,.550,.546,.215,3.4,9.0,6.2,7.7,0.6,1.0,9.4,13.8,2.1,0.8,2.9,.078,-1.1,-1.0,-2.1,0.0,,2015
Quincy Pondexter,26,MEM,SG,30,2,540,7.1,.452,.541,.222,4.2,7.8,6.0,7.5,0.5,0.8,6.3,13.4,0.2,0.4,0.6,.051,-2.9,-1.0,-3.9,-0.3,,2015
Quincy Pondexter,26,NOP,SF,45,28,1253,11.1,.592,.548,.212,3.0,9.5,6.3,7.8,0.6,1.2,10.7,13.9,1.9,0.4,2.3,.089,-0.3,-0.9,-1.3,0.2,,2015
Jason Smith,28,NYK,C,82,31,1785,12.0,.497,.071,.258,6.2,15.0,10.5,13.5,0.9,2.1,13.6,19.7,0.5,0.7,1.2,.032,-2.4,-1.4,-3.8,-0.8,,2015
Hollis Thompson,23,PHI,SG,71,23,1776,10.9,.538,.529,.164,3.1,9.3,6.0,8.4,1.6,1.2,10.2,15.9,1.3,1.3,2.6,.070,-1.6,-0.3,-1.8,0.1,,2015
Steven Adams,21,OKC,C,70,67,1771,14.1,.549,.005,.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,.111,-1.5,0.2,-1.3,0.3,,2015
Alan Anderson,32,BRK,SG,74,19,1744,10.6,.563,.477,.230,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,.075,-1.7,0.2,-1.5,0.2,,2015
Mason Plumlee,24,BRK,C,82,45,1743,18.0,.570,.006,.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,2.5,2.3,4.8,.131,-0.2,0.3,0.1,0.9,,2015
Kyle Singler,26,2TM,SF,80,58,1743,8.5,.512,.540,.117,2.0,10.2,6.0,7.3,1.4,1.0,10.5,13.2,0.9,1.2,2.0,.056,-2.1,0.0,-2.1,0.0,,2015
Kyle Singler,26,DET,SF,54,40,1287,9.4,.526,.534,.103,1.9,10.2,5.9,7.9,1.3,0.9,10.3,14.0,0.8,0.8,1.6,.061,-1.6,-0.1,-1.7,0.1,,2015
Kyle Singler,26,OKC,SF,26,18,456,5.8,.461,.563,.167,2.4,10.4,6.5,5.4,1.5,1.2,11.2,11.0,0.0,0.4,0.4,.041,-3.4,0.2,-3.2,-0.1,,2015
Tyler Zeller,25,BOS,C,82,59,1731,18.9,.594,.000,.300,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,4.5,2.0,6.5,.179,1.0,0.0,0.9,1.3,,2015
Zaza Pachulia,30,MIL,C,73,45,1730,15.6,.506,.006,.302,13.1,19.9,16.5,16.2,2.4,1.0,18.2,19.1,1.3,2.9,4.2,.116,-0.4,0.8,0.4,1.0,,2015
Patrick Beverley,26,HOU,PG,56,55,1727,11.3,.509,.607,.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,1.7,1.8,3.5,.096,-0.4,0.5,0.1,0.9,DPOY-15,2015
Isaiah Thomas,25,2TM,PG,67,1,1726,20.6,.579,.434,.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,5.0,1.1,6.1,.169,4.1,-0.9,3.2,2.3,6MOY-2,2015
Isaiah Thomas,25,PHO,PG,46,1,1181,19.7,.579,.404,.412,2.4,7.8,5.1,23.6,1.9,0.3,12.8,25.8,3.2,0.7,4.0,.162,3.2,-0.8,2.5,1.4,,2015
Isaiah Thomas,25,BOS,PG,21,0,545,22.3,.579,.488,.481,1.4,7.5,4.4,35.2,1.1,0.0,13.5,32.1,1.8,0.3,2.1,.185,6.0,-1.3,4.6,0.9,,2015
Jerryd Bayless,26,MIL,PG,77,4,1717,11.1,.519,.233,.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,0.3,2.0,2.4,.066,-2.5,0.4,-2.1,0.0,,2015
Jared Dudley,29,MIL,SG,72,22,1717,12.3,.572,.454,.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,2.0,2.1,4.1,.116,-0.5,1.0,0.6,1.1,,2015
Jamal Crawford,34,LAC,SG,64,4,1703,16.6,.532,.434,.300,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,.102,1.9,-1.2,0.7,1.2,6MOY-3,2015
O.J. Mayo,27,MIL,SG,71,15,1697,13.5,.529,.395,.198,2.0,10.5,6.3,19.4,1.7,0.9,14.4,23.6,0.9,1.9,2.8,.079,-0.2,-0.4,-0.6,0.6,,2015
Nenê,32,WAS,PF,67,58,1693,14.3,.534,.008,.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,0.5,2.5,3.0,.086,-1.7,0.9,-0.8,0.5,,2015
Carlos Boozer,33,LAL,PF,71,26,1692,16.4,.517,.000,.202,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1.0,2.2,.062,-0.5,-1.2,-1.7,0.1,,2015
Taj Gibson,29,CHI,PF,62,17,1692,16.1,.545,.000,.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,2.7,2.1,4.8,.137,-0.5,0.1,-0.4,0.7,6MOY-10,2015
Devin Harris,31,DAL,PG,76,3,1685,14.8,.559,.508,.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,.120,0.6,0.8,1.4,1.4,,2015
Tim Hardaway Jr.,22,NYK,SG,70,30,1681,12.1,.512,.494,.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0.0,0.8,.023,0.2,-3.0,-2.8,-0.3,,2015
Wayne Ellington,27,LAL,SG,65,36,1675,11.6,.504,.394,.104,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,1.1,0.1,1.2,.034,-0.5,-1.8,-2.3,-0.1,,2015
Ryan Anderson,26,NOP,PF,61,5,1675,15.6,.524,.492,.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,2.6,0.9,3.5,.100,1.8,-2.1,-0.3,0.7,,2015
Joe Ingles,27,UTA,SF,79,32,1673,9.6,.533,.571,.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,0.5,1.6,2.2,.062,-2.3,1.1,-1.2,0.3,,2015
Evan Fournier,22,ORL,SG,58,32,1661,12.4,.546,.391,.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,1.5,0.6,2.1,.059,-0.5,-1.3,-1.8,0.1,,2015
Luis Scola,34,IND,PF,81,16,1659,16.8,.515,.031,.352,9.3,25.6,17.5,11.0,1.5,0.8,11.3,22.8,1.7,2.7,4.4,.126,-0.5,0.2,-0.3,0.7,,2015
Nikola Mirotić,23,CHI,PF,82,3,1654,17.9,.556,.502,.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3.0,2.7,5.7,.165,1.4,1.0,2.3,1.8,"ROY-2,6MOY-6",2015
Dante Cunningham,27,NOP,PF,66,27,1652,8.9,.473,.029,.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,.047,-2.8,0.4,-2.5,-0.2,,2015
Tony Allen,33,MEM,SG,63,41,1648,14.6,.528,.064,.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,.119,-1.5,3.1,1.6,1.5,"DPOY-7,DEF1",2015
Jae Crowder,24,2TM,SF,82,17,1647,13.9,.517,.382,.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,1.9,2.0,3.9,.113,-0.2,0.7,0.5,1.0,,2015
Jae Crowder,24,DAL,SF,25,0,265,12.7,.550,.500,.145,5.0,7.1,6.0,6.5,2.9,1.5,11.0,15.3,0.3,0.3,0.5,.098,-0.6,0.5,-0.1,0.1,,2015
Jae Crowder,24,BOS,SF,57,17,1382,14.1,.512,.362,.277,4.7,16.4,10.5,9.0,2.1,1.1,6.9,17.9,1.6,1.8,3.3,.116,-0.2,0.8,0.6,0.9,,2015
Jason Terry,37,HOU,SG,77,18,1641,11.4,.579,.724,.108,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,2.0,1.5,3.6,.104,-0.1,0.6,0.5,1.0,,2015
Robin Lopez,26,POR,C,59,59,1638,16.2,.574,.002,.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,3.2,1.9,5.1,.150,0.1,0.1,0.1,0.9,,2015
Caron Butler,34,DET,SF,78,21,1623,9.3,.544,.553,.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1.0,2.4,.070,-1.9,0.1,-1.7,0.1,,2015
Kirk Hinrich,34,CHI,SG,66,22,1610,6.8,.468,.441,.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1.0,.030,-3.8,0.0,-3.8,-0.7,,2015
Manu Ginóbili,37,SAS,SG,70,0,1587,16.2,.544,.438,.346,2.0,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,.111,0.9,0.9,1.7,1.5,6MOY-8,2015
Michael Kidd-Gilchrist,21,CHO,SF,55,52,1587,15.1,.519,.000,.444,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,1.6,2.2,3.8,.114,-1.1,0.6,-0.5,0.6,DPOY-9,2015
Andrew Bogut,30,GSW,C,67,65,1583,15.8,.565,.000,.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,.159,-0.9,3.3,2.4,1.8,"DPOY-6,DEF2",2015
Lance Stephenson,24,CHO,SG,61,25,1573,8.8,.419,.191,.200,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026,-4.3,-0.1,-4.5,-1.0,,2015
Jared Sullinger,22,BOS,PF,58,49,1566,17.9,.503,.260,.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1.9,2.1,4.0,.123,1.3,-0.2,1.1,1.2,,2015
Darren Collison,27,SAC,PG,45,45,1565,17.5,.575,.293,.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,3.0,0.8,3.8,.116,2.3,-0.2,2.1,1.6,,2015
Trevor Booker,27,UTA,PF,79,5,1564,15.3,.536,.181,.319,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,1.7,1.9,3.6,.110,-0.3,0.1,-0.2,0.7,,2015
Austin Rivers,22,2TM,SG,76,5,1563,10.3,.481,.264,.254,2.0,8.9,5.5,14.7,1.6,0.7,10.5,17.9,0.5,1.0,1.5,.046,-2.5,-0.3,-2.8,-0.3,,2015
Austin Rivers,22,NOP,SG,35,3,772,10.1,.472,.225,.320,1.8,8.2,5.0,16.7,1.2,0.7,10.6,16.7,0.4,0.3,0.7,.046,-2.5,-0.5,-3.0,-0.2,,2015
Austin Rivers,22,LAC,SG,41,2,791,10.6,.488,.296,.201,2.2,9.6,6.0,12.8,1.9,0.7,10.5,19.0,0.1,0.7,0.8,.046,-2.5,-0.1,-2.7,-0.1,,2015
Chris Bosh,30,MIA,C,44,44,1556,19.8,.548,.226,.311,3.6,20.0,12.0,12.0,1.4,1.4,10.1,28.4,2.1,1.5,3.6,.111,2.5,-1.3,1.3,1.3,AS,2015
Iman Shumpert,24,2TM,SG,62,25,1545,11.4,.497,.416,.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,0.1,1.4,1.5,.047,-1.5,0.7,-0.9,0.4,,2015
Iman Shumpert,24,NYK,SG,24,24,625,11.9,.484,.307,.172,4.0,11.2,7.5,21.3,2.5,0.4,15.4,20.1,-0.1,0.3,0.3,.020,-1.7,-0.3,-2.0,0.0,,2015
Iman Shumpert,24,CLE,SG,38,1,920,11.1,.508,.508,.105,4.2,13.5,8.9,9.3,2.9,1.1,15.5,15.6,0.1,1.1,1.2,.065,-1.5,1.4,-0.1,0.4,,2015
Derrick Rose,26,CHI,PG,51,51,1530,15.9,.493,.325,.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0.0,1.2,1.2,.038,1.6,-2.2,-0.6,0.6,,2015
Steve Blake,34,POR,PG,81,0,1529,9.5,.507,.670,.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0.7,1.4,2.1,.066,-1.8,0.0,-1.8,0.1,,2015
Alex Len,21,PHO,C,69,44,1518,13.5,.542,.008,.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,.107,-2.8,1.0,-1.8,0.1,,2015
Dennis Schröder,21,ATL,PG,77,10,1516,15.7,.516,.223,.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,1.1,1.4,2.5,.080,-0.1,-1.2,-1.3,0.2,6MOY-11,2015
Rasual Butler,35,WAS,SF,75,1,1505,11.4,.531,.455,.130,2.1,12.4,7.4,6.5,1.0,1.2,8.1,17.9,1.0,1.6,2.6,.084,-0.5,-0.3,-0.8,0.4,,2015
Beno Udrih,32,MEM,PG,79,12,1494,15.4,.550,.192,.202,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,2.0,1.6,3.6,.115,0.3,0.3,0.5,0.9,,2015
Lance Thomas,26,2TM,PF,62,37,1490,8.0,.456,.050,.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,-0.9,0.4,-0.4,-0.014,-3.9,-1.7,-5.6,-1.3,,2015
Lance Thomas,26,OKC,SF,22,13,450,6.6,.402,.008,.262,6.8,11.0,8.9,6.3,1.2,0.0,10.8,15.1,-0.2,0.3,0.0,.005,-4.0,-0.7,-4.7,-0.3,,2015
Lance Thomas,26,NYK,PF,40,24,1040,8.6,.478,.066,.209,4.0,9.5,6.7,7.9,1.3,0.6,14.2,17.8,-0.6,0.2,-0.5,-0.022,-3.8,-2.1,-5.9,-1.0,,2015
Cody Zeller,22,CHO,C,62,45,1487,14.1,.530,.003,.440,7.0,20.1,13.4,10.9,1.2,2.6,12.2,15.6,1.6,2.2,3.8,.123,-2.0,1.4,-0.6,0.5,,2015
Jordan Clarkson,22,LAL,PG,59,38,1476,16.9,.528,.203,.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,2.4,.078,1.2,-0.9,0.2,0.8,ROY-7,2015
Shaun Livingston,29,GSW,PG,78,2,1468,12.9,.529,.005,.230,3.3,10.0,6.7,24.2,1.6,1.0,19.0,15.9,1.5,1.8,3.3,.107,-1.4,0.6,-0.8,0.4,,2015
Derrick Williams,23,SAC,PF,74,6,1462,12.8,.540,.322,.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,1.7,0.4,2.1,.069,-0.3,-1.6,-2.0,0.0,,2015
Jodie Meeks,27,DET,SG,60,0,1462,14.1,.548,.397,.300,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,2.2,0.9,3.1,.103,-0.3,-0.2,-0.5,0.5,,2015
Langston Galloway,23,NYK,PG,45,41,1457,12.3,.489,.344,.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,.043,-1.5,-0.9,-2.3,-0.1,,2015
Brandan Wright,27,3TM,PF,75,7,1449,20.4,.660,.008,.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,4.3,1.8,6.1,.202,2.1,1.6,3.7,2.1,,2015
Brandan Wright,27,DAL,PF,27,0,505,25.7,.762,.000,.356,11.0,12.9,11.9,3.2,1.7,6.8,7.7,14.9,2.2,0.6,2.9,.274,4.3,1.2,5.6,1.0,,2015
Brandan Wright,27,BOS,PF,8,0,86,15.0,.571,.000,.190,8.8,12.9,10.8,14.0,0.6,4.5,18.0,14.1,0.1,0.1,0.2,.106,0.1,0.8,1.0,0.1,,2015
Brandan Wright,27,PHO,PF,40,7,858,17.8,.600,.014,.290,8.9,16.0,12.4,4.1,1.9,4.2,6.4,12.8,2.0,1.1,3.0,.170,1.0,1.9,2.9,1.0,,2015
Gerald Green,29,PHO,SG,74,4,1446,15.4,.532,.497,.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,1.0,1.0,1.9,.065,1.2,-1.5,-0.3,0.6,,2015
Cory Joseph,23,SAS,PG,79,14,1444,15.5,.564,.107,.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17.0,2.7,1.8,4.5,.149,0.2,1.3,1.4,1.2,,2015
Ray McCallum,23,SAC,PG,68,30,1436,12.5,.496,.236,.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,.045,-0.9,-1.1,-2.0,0.0,,2015
Otto Porter Jr.,21,WAS,SF,74,13,1432,11.6,.523,.266,.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1.0,1.8,2.7,.092,-1.1,0.6,-0.5,0.6,,2015
Anthony Tolliver,29,2TM,PF,76,11,1432,11.1,.569,.738,.176,3.7,14.5,9.0,6.3,0.9,0.9,10.8,14.7,1.8,0.9,2.7,.092,-0.6,-0.8,-1.4,0.2,,2015
Anthony Tolliver,29,PHO,PF,24,0,272,7.8,.522,.838,.081,2.4,15.5,8.9,5.2,0.7,0.3,12.6,14.2,0.1,0.2,0.2,.040,-1.3,-1.2,-2.5,0.0,,2015
Anthony Tolliver,29,DET,PF,52,11,1160,11.8,.580,.715,.197,4.1,14.3,9.0,6.5,0.9,1.0,10.3,14.8,1.8,0.8,2.5,.104,-0.4,-0.7,-1.1,0.3,,2015
Carmelo Anthony,30,NYK,SF,40,40,1428,21.5,.531,.222,.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,2.2,0.6,2.9,.097,4.9,-1.9,3.0,1.8,AS,2015
Danilo Gallinari,26,DEN,SF,59,27,1426,16.8,.563,.530,.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,3.0,1.0,3.9,.132,2.6,-0.2,2.4,1.6,,2015
